Date,Close
2021-03-12,15.199999809265137
2021-03-15,14.692999839782715
2021-03-16,15.019000053405762
2021-03-17,14.78499984741211
2021-03-18,14.555999755859375
2021-03-19,14.88599967956543
2021-03-22,15.093000411987305
2021-03-23,14.8149995803833
2021-03-24,14.847000122070312
2021-03-25,15.175999641418457
2021-03-26,15.175000190734863
2021-03-29,15.288999557495117
2021-03-30,15.206999778747559
2021-03-31,15.074999809265137
2021-04-01,15.22599983215332
2021-04-05,14.5649995803833
2021-04-06,14.248000144958496
2021-04-07,14.541999816894531
2021-04-08,14.593000411987305
2021-04-09,14.585000038146973
2021-04-12,14.817999839782715
2021-04-13,15.104999542236328
2021-04-14,15.104999542236328
2021-04-15,15.291000366210938
2021-04-16,15.414999961853027
2021-04-19,15.675000190734863
2021-04-20,15.645000457763672
2021-04-21,15.489999771118164
2021-04-22,15.791000366210938
2021-04-23,15.654999732971191
2021-04-26,16.0049991607666
2021-04-27,16.290000915527344
2021-04-28,16.371000289916992
2021-04-29,16.097000122070312
2021-04-30,16.259000778198242
2021-05-03,16.405000686645508
2021-05-04,16.415000915527344
2021-05-05,16.30299949645996
2021-05-06,16.225000381469727
2021-05-07,16.358999252319336
2021-05-10,16.204999923706055
2021-05-11,16.334999084472656
2021-05-12,16.496999740600586
2021-05-13,16.47100067138672
2021-05-14,16.430999755859375
2021-05-17,17.235000610351562
2021-05-18,16.735000610351562
2021-05-19,16.496999740600586
2021-05-20,16.37299919128418
2021-05-21,16.187999725341797
2021-05-24,16.114999771118164
2021-05-25,16.295000076293945
2021-05-26,16.44499969482422
2021-05-27,16.104999542236328
2021-05-28,16.31100082397461
2021-06-01,16.915000915527344
2021-06-02,16.71500015258789
2021-06-03,16.645000457763672
2021-06-04,16.875
2021-06-07,16.764999389648438
2021-06-08,17.03499984741211
2021-06-09,17.170000076293945
2021-06-10,17.155000686645508
2021-06-11,17.822999954223633
2021-06-14,18.243999481201172
2021-06-15,17.4950008392334
2021-06-16,17.676000595092773
2021-06-17,17.69700050354004
2021-06-18,17.47599983215332
2021-06-21,17.44099998474121
2021-06-22,17.749000549316406
2021-06-23,17.993999481201172
2021-06-24,18.53499984741211
2021-06-25,18.9950008392334
2021-06-28,19.437999725341797
2021-06-29,19.73699951171875
2021-06-30,20.277999877929688
2021-07-01,19.665000915527344
2021-07-02,19.88599967956543
2021-07-06,19.856000900268555
2021-07-07,19.343000411987305
2021-07-08,19.885000228881836
2021-07-09,19.90999984741211
2021-07-12,20.253999710083008
2021-07-13,19.975000381469727
2021-07-14,19.761999130249023
2021-07-15,19.559999465942383
2021-07-16,19.841999053955078
2021-07-19,20.323999404907227
2021-07-20,20.9950008392334
2021-07-21,21.15999984741211
2021-07-22,21.600000381469727
2021-07-23,21.790000915527344
2021-07-26,22.058000564575195
2021-07-27,21.28499984741211
2021-07-28,21.434999465942383
2021-07-29,21.94499969482422
2021-07-30,21.29199981689453
2021-08-02,21.45599937438965
2021-08-03,22.051000595092773
2021-08-04,22.573999404907227
2021-08-05,22.599000930786133
2021-08-06,22.39299964904785
2021-08-09,21.864999771118164
2021-08-10,22.235000610351562
2021-08-11,22.011999130249023
2021-08-12,21.226999282836914
2021-08-13,20.923999786376953
2021-08-16,21.43600082397461
2021-08-17,20.79199981689453
2021-08-18,20.766000747680664
2021-08-19,20.91699981689453
2021-08-20,20.8439998626709
2021-08-23,21.395999908447266
2021-08-24,21.152999877929688
2021-08-25,21.30900001525879
2021-08-26,22.663999557495117
2021-08-27,23.604999542236328
2021-08-30,23.263999938964844
2021-08-31,23.566999435424805
2021-09-01,24.777000427246094
2021-09-02,24.9060001373291
2021-09-03,25.27899932861328
2021-09-07,24.572999954223633
2021-09-08,26.45800018310547
2021-09-09,26.815000534057617
2021-09-10,26.56100082397461
2021-09-13,27.79400062561035
2021-09-14,28.349000930786133
2021-09-15,29.27199935913086
2021-09-16,28.409000396728516
2021-09-17,27.049999237060547
2021-09-20,26.520000457763672
2021-09-21,25.916000366210938
2021-09-22,25.62700080871582
2021-09-23,27.148000717163086
2021-09-24,27.785999298095703
2021-09-27,31.290000915527344
2021-09-28,31.066999435424805
2021-09-29,29.013999938964844
2021-09-30,31.155000686645508
2021-10-01,29.700000762939453
2021-10-04,31.41900062561035
2021-10-05,33.529998779296875
2021-10-06,30.290000915527344
2021-10-07,30.600000381469727
2021-10-08,29.785999298095703
2021-10-11,28.700000762939453
2021-10-12,29.079999923706055
2021-10-13,30.114999771118164
2021-10-14,30.114999771118164
2021-10-15,29.030000686645508
2021-10-18,27.079999923706055
2021-10-19,27.663000106811523
2021-10-20,28.299999237060547
2021-10-21,28.18000030517578
2021-10-22,28.520000457763672
2021-10-25,31.559999465942383
2021-10-26,30.780000686645508
2021-10-27,31.540000915527344
2021-10-28,29.850000381469727
2021-10-29,28.510000228881836
2021-11-01,27.042999267578125
2021-11-02,28.56100082397461
2021-11-03,30.000999450683594
2021-11-04,29.530000686645508
2021-11-05,29.049999237060547
2021-11-08,27.93000030517578
2021-11-09,25.809999465942383
2021-11-10,25.5
2021-11-11,26.55699920654297
2021-11-12,24.8700008392334
2021-11-15,25.979999542236328
2021-11-16,26.579999923706055
2021-11-17,25.229999542236328
2021-11-18,25.3799991607666
2021-11-19,25.920000076293945
2021-11-22,24.701000213623047
2021-11-23,25.920000076293945
2021-11-24,25.924999237060547
2021-11-26,26.999000549316406
2021-11-29,24.6200008392334
2021-11-30,23.239999771118164
2021-12-01,21.59600067138672
2021-12-02,20.874000549316406
2021-12-03,20.719999313354492
2021-12-06,18.700000762939453
2021-12-07,19.0
2021-12-08,19.40999984741211
2021-12-09,19.260000228881836
2021-12-10,19.700000762939453
2021-12-13,19.520000457763672
2021-12-14,19.270000457763672
2021-12-15,19.280000686645508
2021-12-16,19.059999465942383
2021-12-17,18.56999969482422
2021-12-20,19.18000030517578
2021-12-21,19.049999237060547
2021-12-22,19.40999984741211
2021-12-23,18.540000915527344
2021-12-27,19.760000228881836
2021-12-28,19.709999084472656
2021-12-29,19.329999923706055
2021-12-30,18.1299991607666
2021-12-31,18.90999984741211
2022-01-03,19.493999481201172
2022-01-04,18.966999053955078
2022-01-05,19.420000076293945
2022-01-06,19.51099967956543
2022-01-07,19.56999969482422
2022-01-10,20.350000381469727
2022-01-11,20.84000015258789
2022-01-12,22.700000762939453
2022-01-13,21.06999969482422
2022-01-14,21.399999618530273
2022-01-18,21.48699951171875
2022-01-19,20.155000686645508
2022-01-20,19.257999420166016
2022-01-21,19.687000274658203
2022-01-24,20.086000442504883
2022-01-25,20.413999557495117
2022-01-26,21.030000686645508
2022-01-27,22.930999755859375
2022-01-28,24.5049991607666
2022-01-31,25.582000732421875
2022-02-01,25.770999908447266
2022-02-02,28.509000778198242
2022-02-03,25.972999572753906
2022-02-04,23.80500030517578
2022-02-07,22.548999786376953
2022-02-08,22.179000854492188
2022-02-09,21.125
2022-02-10,20.98699951171875
2022-02-11,21.054000854492188
2022-02-14,21.958999633789062
2022-02-15,22.67300033569336
2022-02-16,23.760000228881836
2022-02-17,23.464000701904297
2022-02-18,23.106000900268555
2022-02-22,23.549999237060547
2022-02-23,24.229999542236328
2022-02-24,24.44300079345703
2022-02-25,23.716999053955078
2022-02-28,23.170000076293945
2022-03-01,24.236000061035156
2022-03-02,25.59000015258789
2022-03-03,24.940000534057617
2022-03-04,25.923999786376953
2022-03-07,25.33300018310547
2022-03-08,24.09000015258789
2022-03-09,23.85099983215332
2022-03-10,24.510000228881836
2022-03-11,25.299999237060547
