Date,Close
2017-03-20,33.390220642089844
2017-03-21,33.0078239440918
2017-03-22,33.380775451660156
2017-03-23,33.262752532958984
2017-03-24,33.1966552734375
2017-03-27,33.253318786621094
2017-03-28,33.942543029785156
2017-03-29,34.0180778503418
2017-03-30,33.973228454589844
2017-03-31,33.90950012207031
2017-04-03,33.918941497802734
2017-04-04,34.17150115966797
2017-04-05,33.99448013305664
2017-04-06,33.90950012207031
2017-04-07,33.83396530151367
2017-04-10,33.79384994506836
2017-04-11,33.43033981323242
2017-04-12,33.47046661376953
2017-04-13,33.29343795776367
2017-04-17,33.47754669189453
2017-04-18,33.3288459777832
2017-04-19,33.20610427856445
2017-04-20,33.62153625488281
2017-04-21,33.58141326904297
2017-04-24,33.9047737121582
2017-04-25,34.11486053466797
2017-04-26,33.914222717285156
2017-04-27,33.940189361572266
2017-04-28,33.90714645385742
2017-05-01,34.59873962402344
2017-05-02,34.81825637817383
2017-05-03,34.712032318115234
2017-05-04,34.58692932128906
2017-05-05,35.160518646240234
2017-05-08,36.116485595703125
2017-05-09,36.34779739379883
2017-05-10,36.175479888916016
2017-05-11,36.48835754394531
2017-05-12,36.997920989990234
2017-05-15,36.90312576293945
2017-05-16,36.84860610961914
2017-05-17,35.611392974853516
2017-05-18,36.15415573120117
2017-05-19,36.27740478515625
2017-05-22,36.497825622558594
2017-05-23,36.45279312133789
2017-05-24,36.34376907348633
2017-05-25,36.469383239746094
2017-05-26,36.40775680541992
2017-05-30,36.42197036743164
2017-05-31,36.206295013427734
2017-06-01,36.30584716796875
2017-06-02,36.843868255615234
2017-06-05,36.48359680175781
2017-06-06,36.60685729980469
2017-06-07,36.82490921020508
2017-06-08,36.73483657836914
2017-06-09,35.31037902832031
2017-06-12,34.466609954833984
2017-06-13,34.74391555786133
2017-06-14,34.40499496459961
2017-06-15,34.19878387451172
2017-06-16,33.72002029418945
2017-06-19,34.68466567993164
2017-06-20,34.36943435668945
2017-06-21,34.573265075683594
2017-06-22,34.516380310058594
2017-06-23,34.67044448852539
2017-06-26,34.56142044067383
2017-06-27,34.06605529785156
2017-06-28,34.56379318237305
2017-06-29,34.054203033447266
2017-06-30,34.13479232788086
2017-07-03,34.01155090332031
2017-07-05,34.15137481689453
2017-07-06,33.829044342041016
2017-07-07,34.1727180480957
2017-07-10,34.38129425048828
2017-07-11,34.49268341064453
2017-07-12,34.5424690246582
2017-07-13,35.02359390258789
2017-07-14,35.32460021972656
2017-07-17,35.44784927368164
2017-07-18,35.57109832763672
2017-07-19,35.79389190673828
2017-07-20,35.63272476196289
2017-07-21,35.616127014160156
2017-07-24,36.04749298095703
2017-07-25,36.20155715942383
2017-07-26,36.372215270996094
2017-07-27,35.68486785888672
2017-07-28,35.43362808227539
2017-07-31,35.251129150390625
2017-08-01,35.56399154663086
2017-08-02,37.244422912597656
2017-08-03,36.872314453125
2017-08-04,37.06665802001953
2017-08-07,37.640235900878906
2017-08-08,37.94124221801758
2017-08-09,38.17351531982422
2017-08-10,36.95762252807617
