Date,Close
2017-03-13,6400.0
2017-03-14,6534.9501953125
2017-03-15,6550.0
2017-03-16,6731.5498046875
2017-03-17,6962.60009765625
2017-03-20,6500.0
2017-03-21,6396.4501953125
2017-03-22,6317.35009765625
2017-03-23,6480.0
2017-03-24,6557.4501953125
2017-03-27,6677.5498046875
2017-03-28,6699.0
2017-03-29,6574.9501953125
2017-03-30,6748.0
2017-03-31,6794.85009765625
2017-04-03,6720.0
2017-04-04,6635.25
2017-04-05,6502.0
2017-04-06,6478.64990234375
2017-04-07,6399.9501953125
2017-04-10,6266.7998046875
2017-04-11,6314.60009765625
2017-04-12,6406.85009765625
2017-04-13,6396.39990234375
2017-04-17,6396.39990234375
2017-04-18,6646.60009765625
2017-04-19,6781.25
2017-04-20,6899.9501953125
2017-04-21,6870.0
2017-04-24,6620.39990234375
2017-04-25,6788.64990234375
2017-04-26,6930.0
2017-04-27,6927.0
2017-04-28,6940.0
2017-05-01,6940.0
2017-05-02,6575.25
2017-05-03,6575.25
2017-05-04,6185.7998046875
2017-05-05,6270.0
2017-05-08,6370.10009765625
2017-05-09,6460.5
2017-05-10,6215.0
2017-05-11,6200.0
2017-05-12,6150.0
2017-05-15,6150.0
2017-05-16,6150.0
2017-05-17,6150.0
2017-05-18,6228.2001953125
2017-05-19,6374.4501953125
2017-05-22,6362.0
2017-05-23,6310.0498046875
2017-05-24,6314.2001953125
2017-05-25,6485.0
2017-05-26,6436.14990234375
2017-05-30,6315.0498046875
2017-05-31,6270.89990234375
2017-06-01,6360.14990234375
2017-06-02,6650.0
2017-06-05,6500.0
2017-06-06,6650.0
2017-06-07,6650.0
2017-06-08,6658.0
2017-06-09,6602.0
2017-06-12,6600.0
2017-06-13,6650.0498046875
2017-06-14,6686.10009765625
2017-06-15,6686.10009765625
2017-06-16,6590.85009765625
2017-06-19,6700.0
2017-06-20,6675.0
2017-06-21,6548.89990234375
2017-06-22,6630.85009765625
2017-06-23,6698.5
2017-06-26,6916.89990234375
2017-06-27,7192.2998046875
2017-06-28,7200.0
2017-06-29,7117.0498046875
2017-06-30,7150.0
2017-07-03,7065.64990234375
2017-07-05,6945.0
2017-07-06,6752.35009765625
2017-07-07,6840.75
2017-07-10,6701.0
2017-07-11,6710.0
2017-07-12,6955.0
2017-07-13,6996.0
2017-07-14,6959.0
2017-07-17,6957.89990234375
2017-07-18,6980.0
2017-07-19,7040.0
2017-07-20,6939.0
2017-07-21,6829.14990234375
2017-07-24,6950.0
2017-07-25,6950.0
2017-07-26,7000.0
2017-07-27,6999.75
2017-07-28,7013.9501953125
2017-07-31,7000.0
2017-08-01,7100.0
2017-08-02,6979.4501953125
2017-08-03,6954.75
2017-08-04,7190.0
2017-08-07,7550.0
2017-08-08,7699.89990234375
2017-08-09,7700.0
2017-08-10,7665.0
2017-08-11,7550.0
2017-08-14,7633.5
2017-08-15,7633.5
2017-08-16,7526.85009765625
2017-08-17,7605.25
2017-08-18,7649.4501953125
2017-08-21,7680.0
2017-08-22,7667.9501953125
2017-08-23,7620.7998046875
2017-08-24,7910.0
2017-08-25,8129.7001953125
2017-08-28,8207.349609375
2017-08-29,8310.0
2017-08-30,8450.0
2017-08-31,8732.400390625
2017-09-01,8575.650390625
2017-09-05,8323.0
2017-09-06,8499.900390625
2017-09-07,8570.0
2017-09-08,8600.0
2017-09-11,8533.099609375
2017-09-12,8899.849609375
2017-09-13,8928.7998046875
2017-09-14,9015.900390625
2017-09-15,8665.5
2017-09-18,8850.0
2017-09-19,8828.0
2017-09-20,8770.7001953125
2017-09-21,8798.0
2017-09-22,8780.0
2017-09-25,8599.9501953125
2017-09-26,8300.0
2017-09-27,8209.0
2017-09-28,8107.39990234375
2017-09-29,8172.0498046875
2017-10-02,8474.5
2017-10-03,8581.150390625
2017-10-04,8370.0
2017-10-05,8412.900390625
2017-10-06,8289.5498046875
2017-10-09,8433.599609375
2017-10-10,8450.0
2017-10-11,8510.0
2017-10-12,8411.25
2017-10-13,8303.25
2017-10-16,8350.0
2017-10-17,8135.60009765625
2017-10-18,7960.0
2017-10-19,7752.35009765625
2017-10-20,7670.0
2017-10-23,7992.4501953125
2017-10-24,8096.4501953125
2017-10-25,8249.9501953125
2017-10-26,8300.0
2017-10-27,8378.2998046875
2017-10-30,8285.75
2017-10-31,8573.849609375
2017-11-01,8573.849609375
2017-11-02,8475.0
2017-11-03,8401.7001953125
2017-11-06,8450.0
2017-11-07,8619.650390625
2017-11-08,8421.4501953125
2017-11-09,8255.349609375
2017-11-10,8136.75
2017-11-13,8149.7001953125
2017-11-14,8117.39990234375
2017-11-15,8080.0
2017-11-16,8068.0498046875
2017-11-17,8102.0
2017-11-20,8100.0
2017-11-21,8150.0
2017-11-22,8149.5
2017-11-24,8270.0
2017-11-27,8470.0
2017-11-28,8450.0
2017-11-29,8300.0
2017-11-30,8173.9501953125
2017-12-01,8328.5498046875
2017-12-04,8215.5
2017-12-05,8310.0
2017-12-06,8139.10009765625
2017-12-07,8290.0
2017-12-08,8345.900390625
2017-12-11,8449.0
2017-12-12,8499.0
2017-12-13,8460.0
2017-12-14,8838.0
2017-12-15,8696.099609375
2017-12-18,8900.0
2017-12-19,8965.5
2017-12-20,8955.150390625
2017-12-21,9020.0
2017-12-22,8949.4501953125
2017-12-26,8949.4501953125
2017-12-27,9062.9501953125
2017-12-28,9010.0
2017-12-29,8910.0
2018-01-02,8910.0
2018-01-03,9155.0
2018-01-04,9990.0
2018-01-05,10100.0
2018-01-08,10170.0
2018-01-09,9900.0
2018-01-10,9400.0
2018-01-11,9440.0
2018-01-12,9630.0
2018-01-16,9860.0
2018-01-17,9940.0
2018-01-18,9885.0
2018-01-19,9850.0
2018-01-22,9855.0
2018-01-23,9900.0
2018-01-24,9850.0
2018-01-25,9895.0
2018-01-26,9880.0
2018-01-29,9920.0
2018-01-30,9850.0
